title,rating,ranking
Phantom: Requiem for the Phantom,7.99,562
Quanzhi Gaoshou 2,7.99,563
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,7.99,564
Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,7.99,565
Uma Musume: Pretty Derby (TV) Season 2,7.99,566
Akagami no Shirayuki-hime 2nd Season,7.99,567
Durarara!!x2 Ten,7.99,568
Hyouge Mono,7.99,569
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,7.98,570
Haibane Renmei,7.98,571
Kanon (2006),7.98,572
Kokoro Connect: Michi Random,7.98,573
Mahou Shoujo Lyrical Nanoha A's,7.98,574
Noragami,7.98,575
One Piece Film: Strong World Episode 0,7.98,576
Saint Seiya: The Lost Canvas - Meiou Shinwa,7.98,577
Tekkon Kinkreet,7.98,578
Youjo Senki,7.98,579
Nurarihyon no Mago: Sennen Makyou,7.97,580
Usagi Drop Specials,7.97,581
Yowamushi Pedal,7.97,582
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.97,583
Azumanga Daioh,7.97,584
Dragon Ball,7.97,585
Haikyuu!! Movie 2: Shousha to Haisha,7.97,586
Hanamonogatari,7.97,587
Hikaru no Go: Hokuto Hai e no Michi,7.97,588
Hokuto no Ken,7.97,589
JoJo no Kimyou na Bouken (TV),7.97,590
Kobato.,7.97,591
Kotonoha no Niwa,7.97,592
Log Horizon,7.97,593
Macross F Movie 2: Sayonara no Tsubasa,7.97,594
Mawaru Penguindrum,7.97,595
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",7.96,596
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,7.96,597
IDOLiSH7 Vibrato,7.96,598
Kimi to Boku. 2,7.96,599
Kindaichi Shounen no Jikenbo,7.96,600
K-On!: Live House!,7.83,801
Maria-sama ga Miteru 3rd,7.83,802
Kurenai no Buta,7.96,601
Macross: Do You Remember Love?,7.96,602
Dramaturgy,7.77,901
Genshiken 2,7.77,902
Hibike! Euphonium Movie 2: Todoketai Melody,7.77,903
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",7.82,803
Coquelicot-zaka kara,7.82,804
Detective Conan Movie 07: Crossroad in the Ancient Capital,7.82,805
Detective Conan Movie 08: Time Travel of the Silver Sky,7.82,806
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,7.82,807
Grisaia no Rakuen,7.82,808
Haikyuu!!: Riku vs. Kuu,7.82,809
Hidamari Sketch x ☆☆☆ Specials,7.82,810
High Score Girl,7.82,811
Higurashi no Naku Koro ni Sotsu,7.82,812
Jungle wa Itsumo Hare nochi Guu Deluxe,7.82,813
Kara no Kyoukai 2: Satsujin Kousatsu (Zen),7.82,814
Little Witch Academia,7.82,815
Lupin III: The First,7.82,816
Lupin the IIIrd: Jigen Daisuke no Bohyou,7.82,817
Magi: Sinbad no Bouken,7.82,818
New Initial D Movie: Legend 3 - Mugen,7.82,819
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,7.82,820
Seikai no Senki II,7.82,821
Sekaiichi Hatsukoi: Valentine-hen,7.82,822
Slayers Try,7.82,823
Somali to Mori no Kamisama,7.82,824
Wolf's Rain,7.82,825
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,7.82,826
Yuusha-Ou GaoGaiGar,7.82,827
Oniisama e...,7.81,828
Saiyuuki Reload: Burial,7.81,829
Saraiya Goyou,7.81,830
Tamayura: Sotsugyou Shashin Part 3 - Akogare,7.81,831
Bleach,7.81,832
City Hunter 3,7.81,833
Detective Conan Movie 09: Strategy Above the Depths,7.81,834
Emiya-san Chi no Kyou no Gohan,7.81,835
Gochuumon wa Usagi Desu ka??,7.81,836
Haikyuu!! (OVA),7.81,837
Innocence,7.81,838
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,7.81,839
Last Exile,7.81,840
Lucky☆Star: Original na Visual to Animation,7.81,841
Macross F Movie 1: Itsuwari no Utahime,7.81,842
Break Blade 3: Kyoujin no Ato,7.80,843
Nekomonogatari: Kuro,7.96,603
Tamako Love Story,7.96,604
Trigun: Badlands Rumble,7.96,605
Zetsuen no Tempest,7.96,606
Non Non Biyori,7.95,607
Umibe no Étranger,7.95,608
Wotaku ni Koi wa Muzukashii,7.95,609
Wu Shan Wu Xing,7.95,610
xxxHOLiC Movie: Manatsu no Yoru no Yume,7.95,611
Darker than Black: Kuro no Keiyakusha Gaiden,7.95,612
Full Metal Panic! The Second Raid,7.95,613
Girls & Panzer: Saishuushou Part 1,7.95,614
Gochuumon wa Usagi Desu ka? Bloom,7.95,615
Kuuchuu Buranko,7.95,616
Mobile Suit Gundam: Hathaway's Flash,7.95,617
Beastars,7.94,618
Beastars 2nd Season,7.94,619
Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.94,620
Final Fantasy VII: Advent Children Complete,7.94,621
Full Moon wo Sagashite,7.94,622
Haikyuu!! Movie 1: Owari to Hajimari,7.94,623
Hidamari Sketch x Honeycomb,7.94,624
Mobile Suit Gundam Thunderbolt,7.94,625
Naruto,7.94,626
Quanzhi Gaoshou,7.94,627
SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,7.94,628
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.94,629
Yakitate!! Japan,7.94,630
Yuru Yuri San☆Hai!,7.94,631
One Piece Film: Gold,7.93,632
Ore Monogatari!!,7.93,633
Overlord,7.93,634
Plastic Memories,7.93,635
Code Geass: Fukkatsu no Lelouch,7.93,636
Detective Conan OVA 09: The Stranger in 10 Years...,7.93,637
ef: A Tale of Memories.,7.93,638
Eyeshield 21,7.93,639
Hanasaku Iroha,7.93,640
Love Live! The School Idol Movie,7.93,641
Mobile Suit Gundam Thunderbolt: December Sky,7.93,642
Aria the Avvenire,7.92,643
Bishoujo Senshi Sailor Moon: Sailor Stars,7.92,644
Cike Wu Liuqi,7.92,645
City Hunter,7.92,646
Drifters,7.92,647
Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,7.77,904
Little Witch Academia: Mahoujikake no Parade,7.77,905
Luo Xiao Hei Zhan Ji,7.77,906
Mobile Suit Gundam,7.77,907
Mobile Suit Gundam SEED,7.77,908
Aggressive Retsuko (ONA) 2nd Season,7.76,909
Charlotte,7.76,910
City Hunter '91,7.76,911
Claymore,7.76,912
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,7.76,913
Golden Time,7.76,914
Gundam Build Fighters,7.76,915
"Haikyuu!!: vs. ""Akaten""",7.76,916
Hibike! Euphonium Movie 3: Chikai no Finale,7.76,917
Jinrui wa Suitai Shimashita,7.76,918
Kyoukai no Kanata,7.76,919
Kyousou Giga (TV),7.76,920
Mobile Suit Gundam III: Encounters in Space,7.76,921
Neko no Ongaeshi,7.76,922
Overlord II,7.76,923
Ranma ½,7.76,924
Shiki,7.76,925
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,7.76,926
Tegamibachi Reverse,7.76,927
Texhnolyze,7.76,928
The Last: Naruto the Movie,7.76,929
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,7.76,930
Saint Seiya,7.75,931
Saint Seiya: Meiou Hades Meikai-hen,7.75,932
Shirobako Movie,7.75,933
Shokugeki no Souma: Shin no Sara,7.75,934
Sidonia no Kishi: Daikyuu Wakusei Seneki,7.75,935
Snow Halation,7.75,936
Tantei Gakuen Q,7.75,937
Udon no Kuni no Kiniro Kemari,7.75,938
Ueki no Housoku,7.75,939
Enen no Shouboutai: Ni no Shou,7.75,940
Free!: Take Your Marks,7.75,941
Bungou Stray Dogs,7.80,844
Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,7.80,845
Colorful (Movie),7.80,846
Detective Conan Movie 12: Full Score of Fear,7.80,847
Devilman: Crybaby,7.80,848
Hataraku Maou-sama!,7.80,849
Higashi no Eden,7.80,850
Free!: Eternal Summer - Kindan no All Hard!,7.92,648
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,7.92,649
Ginga Sengoku Gunyuuden Rai,7.92,650
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",7.75,942
Gochuumon wa Usagi Desu ka??: Sing for You,7.75,943
InuYasha: Kuroi Tessaiga,7.75,944
Junjou Romantica OVA,7.75,945
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",7.75,946
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.75,947
Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,7.75,948
Kuroko no Basket: Last Game NG-shuu,7.75,949
Lucky☆Star,7.75,950
InuYasha Movie 3: Tenka Hadou no Ken,7.80,851
Isekai no Seikishi Monogatari,7.80,852
Kokoro Connect,7.80,853
Mobile Suit Gundam Wing: Endless Waltz Special,7.80,854
Tokyo Ghoul,7.80,855
Zan Sayonara Zetsubou Sensei Bangaichi,7.80,856
Saenai Heroine no Sodatekata ♭,7.79,857
Shiki Specials,7.79,858
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,7.79,859
Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,7.79,860
Shingeki no Kyojin: Lost Girls,7.79,861
Tentai Senshi Sunred,7.79,862
The Everlasting Guilty Crown,7.79,863
Tiger & Bunny Movie 2: The Rising,7.79,864
Ginga Tetsudou 999,7.79,865
Gochuumon wa Usagi Desu ka??: Dear My Sister,7.79,866
Heartcatch Precure!,7.79,867
Hidamari Sketch x SP,7.79,868
Hoozuki no Reitetsu,7.79,869
Ie Naki Ko,7.79,870
Junjou Romantica 2,7.79,871
Lupin III: Part II,7.79,872
Magic Kaito,7.79,873
Maria-sama ga Miteru 4th,7.79,874
Mind Game,7.79,875
BanG Dream! Garupa☆Pico,7.78,876
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,7.78,877
Ghost Hunt,7.78,878
Hadashi no Gen,7.78,879
Jin-Rou,7.78,880
Kyou kara Maou! 3rd Series,7.78,881
Love Live! School Idol Project 2nd Season,7.78,882
Lupin III vs. Detective Conan,7.78,883
Lupin the Third: Mine Fujiko to Iu Onna,7.78,884
New Initial D Movie: Legend 2 - Tousou,7.78,885
Seitokai Yakuindomo OVA,7.78,886
The Disappearance of Conan Edogawa: The Worst Two Days in History,7.78,887
Toshokan Sensou: Kakumei no Tsubasa,7.78,888
Yuru Yuri Nachuyachumi!+,7.78,889
Nanatsu no Taizai,7.77,890
New Initial D Movie: Legend 1 - Kakusei,7.77,891
Seitokai Yakuindomo Movie 2,7.77,892
Shadows House,7.77,893
Shaman King,7.77,894
Ushiro no Shoumen Daare,7.77,895
Akagami no Shirayuki-hime,7.77,896
Bokutachi no Remake,7.77,897
Detective Conan OVA 10: Kid in Trap Island,7.77,898
Digimon Adventure,7.77,899
Digimon Adventure: Bokura no War Game!,7.77,900
Seitokai Yakuindomo Movie,7.86,751
Seto no Hanayome OVA,7.86,752
Shanhe Jian Xin,7.85,753
Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin,7.85,754
Shingeki no Kyojin OVA,7.85,755
Soul Eater,7.85,756
Suzumiya Haruhi no Yuuutsu,7.85,757
Tasogare Otome x Amnesia,7.85,758
Tunshi Xingkong,7.85,759
Working'!!,7.85,760
Yume-iro Pâtissière,7.85,761
Akachan to Boku,7.85,762
Break Blade 4: Sanka no Chi,7.85,763
Danshi Koukousei no Nichijou Specials,7.85,764
Golden Kamuy,7.85,765
Gungrave,7.85,766
Hoozuki no Reitetsu 2nd Season: Sono Ni,7.85,767
Igano Kabamaru,7.85,768
InuYasha,7.85,769
Little Witch Academia (TV),7.85,770
Mahoujin Guruguru (2017),7.85,771
Chuan Shu Zijiu Zhinan,7.84,772
Eikoku Koi Monogatari Emma: Molders-hen,7.84,773
Goku Sayonara Zetsubou Sensei,7.84,774
K-On!,7.84,775
K-On!!: Keikaku!,7.84,776
Kekkai Sensen & Beyond,7.84,777
Kuroko no Basket: Tip Off,7.84,778
Michiko to Hatchin,7.84,779
Non Non Biyori Repeat: Hotaru ga Tanoshinda,7.84,780
Owarimonogatari 2nd Season Recaps,7.84,781
Paradise Kiss,7.84,782
Planetarian: Hoshi no Hito,7.84,783
Psycho-Pass 3: First Inspector,7.84,784
Urusei Yatsura 2: Beautiful Dreamer,7.84,785
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),7.84,786
Yuru Yuri♪♪,7.84,787
Saint☆Oniisan (Movie),7.83,788
Saiyuuki Gaiden,7.83,789
91 Days,7.83,790
Baby Steps,7.83,791
Break Blade 5: Shisen no Hate,7.83,792
Capeta,7.83,793
Densetsu Kyojin Ideon: Hatsudou-hen,7.83,794
Detective Conan Movie 22: Zero the Enforcer,7.83,795
Detective Conan Movie 23: The Fist of Blue Sapphire,7.83,796
Hidamari Sketch x 365,7.83,797
Jibaku Shounen Hanako-kun,7.83,798
Jormungand,7.83,799
Jungle wa Itsumo Hare nochi Guu,7.83,800
Nejimaki Seirei Senki: Tenkyou no Alderamin,7.70,1051
One Punch Man Specials,7.70,1052
Seikai no Senki,7.70,1053
Shigatsu wa Kimi no Uso: Moments,7.70,1054
Shingeki no Kyojin: Chronicle,7.70,1055
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,7.70,1056
Soukou Kihei Votoms,7.70,1057
Tenshi no Tamago,7.70,1058
Toaru Kagaku no Railgun,7.70,1059
Tong Ling Fei,7.70,1060
Turn A Gundam,7.70,1061
Uchuu Kaizoku Captain Herlock,7.70,1062
Wu Dong Qian Kun 2nd Season,7.70,1063
Muumindani no Suisei,7.69,1064
Pandora Hearts,7.69,1065
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,7.69,1066
Seikai no Senki III,7.69,1067
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,7.69,1068
Shin Mazinger Shougeki! Z-hen,7.69,1069
Space Cobra,7.69,1070
Tenkuu no Escaflowne,7.69,1071
Tsuritama,7.69,1072
Akage no Anne,7.69,1073
Arslan Senki (TV),7.69,1074
Bishoujo Senshi Sailor Moon,7.69,1075
Bokura wa Minna Kawai-sou,7.69,1076
Chi's Sweet Home,7.69,1077
Detective Conan Movie 17: Private Eye in the Distant Sea,7.69,1078
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,7.69,1079
Giovanni no Shima,7.69,1080
Huyao Xiao Hongniang: Yue Hong,7.69,1081
Junjou Romantica 3,7.69,1082
Kanojo to Kanojo no Neko: Everything Flows,7.69,1083
Kengan Ashura 2nd Season,7.69,1084
Keroro Gunsou,7.69,1085
Kimi to Boku.,7.69,1086
Kuroko no Basket 3rd Season NG-shuu,7.69,1087
Mitsudomoe Zouryouchuu!,7.69,1088
Ani ni Tsukeru Kusuri wa Nai! 3,7.68,1089
Arashi no Yoru ni,7.68,1090
Aria the Animation,7.68,1091
BanG Dream! Film Live,7.68,1092
Bishoujo Senshi Sailor Moon Eternal Movie 2,7.68,1093
Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,7.68,1094
Drifters: Special Edition,7.68,1095
Fairy Tail (2014),7.68,1096
Fruits Basket,7.68,1097
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,7.68,1098
Hachimitsu to Clover Specials,7.68,1099
Heikousen,7.68,1100
Kakushigoto Movie,7.68,1101
Kidou Keisatsu Patlabor: On Television,7.68,1102
Kuroko no Basket NG-shuu,7.68,1103
Minami-ke,7.68,1104
Mousou Dairinin,7.68,1105
Shingeki no Kyojin Movie 1: Guren no Yumiya,7.68,1106
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,7.68,1107
Urusei Yatsura,7.68,1108
Working!!,7.68,1109
"Yuru Yuri,",7.68,1110
Poyopoyo Kansatsu Nikki,7.67,1111
Seikai no Monshou,7.67,1112
Shoukoujo Sara,7.67,1113
Sidonia no Kishi,7.67,1114
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,7.67,1115
Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,7.67,1116
White Album 2,7.67,1117
Yowamushi Pedal: New Generation,7.67,1118
3D Kanojo: Real Girl 2nd Season,7.67,1119
5-toubun no Hanayome,7.67,1120
ACCA: 13-ku Kansatsu-ka,7.67,1121
Aggressive Retsuko (ONA),7.67,1122
Bounen no Xamdou,7.67,1123
Detective Conan Movie 21: The Crimson Love Letter,7.67,1124
Digimon Adventure tri. 3: Kokuhaku,7.67,1125
Dragon Ball Kai (2014),7.67,1126
Enen no Shouboutai,7.67,1127
Flip Flappers,7.67,1128
Hai to Gensou no Grimgar,7.67,1129
Hana yori Dango,7.67,1130
InuYasha Movie 2: Kagami no Naka no Mugenjo,7.67,1131
Inuyashiki,7.67,1132
K: Missing Kings,7.67,1133
Kyou kara Maou!,7.67,1134
Minami-ke Tadaima,7.67,1135
Mobile Suit Gundam: Char's Counterattack,7.67,1136
Akudama Drive,7.66,1137
Ao Haru Ride,7.66,1138
Bokura wa Minna Kawai-sou: Hajimete no,7.66,1139
Bungou Stray Dogs: Hitori Ayumu,7.66,1140
Hellsing: Digest for Freaks,7.66,1141
Jujutsu Kaisen,7.66,1142
Kindaichi Shounen no Jikenbo Returns 2nd Season,7.66,1143
Koyomimonogatari,7.66,1144
Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,7.66,1145
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,7.66,1146
Lupin III,7.66,1147
Higurashi no Naku Koro ni,7.92,651
Ie Naki Ko Remy,7.92,652
Jormungand: Perfect Order,7.92,653
Kaleido Star,7.92,654
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV) 2nd Season - Kakusei Zenya,7.66,1148
Maria-sama ga Miteru: Haru,7.66,1149
Naruto: Shippuuden Movie 6 - Road to Ninja,7.66,1150
Kami nomi zo Shiru Sekai II,7.92,655
Lupin III (2015),7.92,656
Macross,7.92,657
Mobile Suit Gundam 0080: War in the Pocket,7.92,658
Ookiku Furikabutte,7.92,659
Overlord III,7.92,660
Saiunkoku Monogatari,7.92,661
Sakigake!! Cromartie Koukou,7.92,662
Sekaiichi Hatsukoi OVA,7.92,663
Shirokuma Cafe,7.92,664
Takarajima,7.92,665
Tennis no Ouji-sama: Zenkoku Taikai-hen,7.92,666
Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,7.92,667
Tonikaku Kawaii,7.92,668
Ushio to Tora (TV) 2nd Season,7.92,669
Zoku Sayonara Zetsubou Sensei,7.92,670
School Rumble,7.91,671
Sekaiichi Hatsukoi 2,7.91,672
Shijou Saikyou no Deshi Kenichi OVA,7.91,673
Terra e... (TV),7.91,674
There She Is!!,7.91,675
Tiger & Bunny,7.91,676
Yagate Kimi ni Naru,7.91,677
Yi Nian Yong Heng,7.91,678
Yuri!!! on Ice,7.91,679
Carole & Tuesday,7.91,680
Date A Live II: Kurumi Star Festival,7.91,681
Death Billiards,7.91,682
Ergo Proxy,7.91,683
Hidamari Sketch x ☆☆☆,7.91,684
Jigoku Shoujo Futakomori,7.91,685
Karigurashi no Arrietty,7.91,686
Kidou Keisatsu Patlabor 2 the Movie,7.91,687
Macross F,7.91,688
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,7.90,689
Code Geass: Hangyaku no Lelouch I - Koudou,7.90,690
Kokoro ga Sakebitagatterunda.,7.90,691
Megalo Box,7.90,692
Mobile Suit Zeta Gundam,7.90,693
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,7.90,694
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,7.90,695
Vanitas no Karte,7.90,696
Wonder Egg Priority,7.90,697
Zan Sayonara Zetsubou Sensei,7.90,698
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,7.89,699
Sayonara Zetsubou Sensei,7.89,700
Overlord Movie 2: Shikkoku no Eiyuu,7.64,1201
Persona 3 the Movie 2: Midsummer Knight's Dream,7.64,1202
Rozen Maiden: Träumend,7.64,1203
Soredemo Sekai wa Utsukushii,7.64,1204
Tegamibachi,7.64,1205
Tenchi Muyou! Ryououki,7.64,1206
Toaru Hikuushi e no Tsuioku,7.64,1207
Piano no Mori,7.66,1151
Prison School,7.66,1152
Ranma ½ Super,7.66,1153
Servant x Service,7.66,1154
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,7.66,1155
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,7.65,1156
Nezha Zhi Mo Tong Jiang Shi,7.65,1157
Pokemon XY&Z,7.65,1158
R.O.D: Read or Die,7.65,1159
Nurarihyon no Mago,7.63,1208
One Piece: Episode of Luffy - Hand Island no Bouken,7.63,1209
Owari no Seraph: Nagoya Kessen-hen,7.63,1210
Pokemon Movie 01: Mewtwo no Gyakushuu,7.63,1211
Romeo x Juliet,7.63,1212
Shoujo☆Kageki Revue Starlight,7.63,1213
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,7.63,1214
Trapp Ikka Monogatari,7.63,1215
Aggressive Retsuko,7.63,1216
Ajin 2nd Season,7.63,1217
Boku no Hero Academia the Movie 1: Futari no Hero,7.63,1218
Free!: FrFr - Short Movie,7.63,1219
Full Metal Panic!,7.63,1220
Fune wo Amu,7.63,1221
Fushigi Yuugi,7.63,1222
Hakuouki Sekkaroku,7.63,1223
Hybrid Child,7.63,1224
Jigoku Shoujo,7.63,1225
K: Seven Stories Movie 5 - Memory of Red - Burn,7.63,1226
Kekkai Sensen,7.63,1227
Kokoro Yohou,7.63,1228
Layton Kyouju to Eien no Utahime,7.63,1229
Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,7.62,1230
Chibi Maruko-chan,7.62,1231
Chuuka Ichiban!,7.62,1232
Detective Conan: Black History,7.62,1233
Digimon Tamers,7.62,1234
Ga-Rei: Zero,7.62,1235
Gakkougurashi!,7.62,1236
Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,7.62,1237
Non Non Biyori: Okinawa e Ikukoto ni Natta,7.62,1238
Obey Me!,7.62,1239
Ojamajo Doremi Dokkaan!,7.62,1240
Orange,7.62,1241
Ranma ½: Yomigaeru Kioku,7.62,1242
Shin Tennis no Ouji-sama OVA vs. Genius 10,7.62,1243
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,7.62,1244
The iDOLM@STER,7.62,1245
Towa no Quon 6: Towa no Quon,7.62,1246
Rilakkuma to Kaoru-san,7.65,1160
Shingeki no Bahamut: Genesis,7.65,1161
Tenchi Muyou! Ryououki 2nd Season,7.65,1162
Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,7.65,1163
Top wo Nerae 2! Diebuster,7.65,1164
Utawarerumono,7.65,1165
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,7.65,1166
Break Blade 1: Kakusei no Toki,7.65,1167
Byousoku 5 Centimeter,7.65,1168
Cardcaptor Sakura: Clear Card-hen,7.65,1169
Code Geass: Hangyaku no Lelouch II - Handou,7.65,1170
D4DJ: First Mix,7.65,1171
Detective Conan Movie 10: Promo Special,7.65,1172
Detective Conan Movie 24: The Scarlet Bullet,7.65,1173
Free!: Eternal Summer,7.65,1174
Genshiken,7.65,1175
Genshiken OVA,7.65,1176
Hakumei to Mikochi,7.65,1177
Ichigo Mashimaro,7.65,1178
Kaizoku Oujo,7.65,1179
Kimagure Orange☆Road: Ano Hi ni Kaeritai,7.65,1180
Kyoukai no Kanata: Shinonome,7.65,1181
Machikado Mazoku,7.65,1182
AKB0048: Next Stage,7.64,1183
Blood+,7.64,1184
Bokura no,7.64,1185
Cardcaptor Sakura Movie 1,7.64,1186
Chrno Crusade,7.64,1187
Daa! Daa! Daa!,7.64,1188
Eikoku Koi Monogatari Emma,7.64,1189
Fanren Xiu Xian Chuan: Fanren Feng Qi Tian Nan,7.64,1190
Gabriel DropOut Specials,7.64,1191
Gakuen Alice,7.64,1192
Hakkenden: Touhou Hakken Ibun 2nd Season,7.64,1193
Hakuouki Movie 1: Kyoto Ranbu,7.64,1194
"Ima, Soko ni Iru Boku",7.64,1195
Yao Shen Ji Zhi Ying Yao Pian,7.62,1247
Yaoguai Mingdan 2nd Season,7.62,1248
Momo e no Tegami,7.61,1249
Nisekoi,7.61,1250
Initial D Battle Stage 2,7.64,1196
Jigoku Shoujo Mitsuganae,7.64,1197
Jungle wa Itsumo Hare nochi Guu Final,7.64,1198
Kuroko no Basket: Mou Ikkai Yarimasen ka,7.64,1199
Mahou Shoujo Lyrical Nanoha StrikerS,7.64,1200
Little Busters!: EX,7.72,1001
Macross Plus,7.72,1002
Macross Plus Movie Edition,7.72,1003
Mairimashita! Iruma-kun,7.72,1004
Ojamajo Doremi Na-i-sho,7.72,1005
One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,7.72,1006
Panty & Stocking with Garterbelt,7.72,1007
Sekaiichi Hatsukoi,7.72,1008
Watashi no Ashinaga Ojisan,7.72,1009
Mujin Wakusei Survive,7.71,1010
Nanatsu no Taizai: Imashime no Fukkatsu,7.71,1011
Nurarihyon no Mago OVA,7.71,1012
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,7.71,1013
One Punch Man: Road to Hero,7.71,1014
Princess Principal,7.71,1015
Seitokai Yakuindomo*,7.71,1016
Seto no Hanayome,7.71,1017
Taiyou no Ko Esteban,7.71,1018
Zhen Hun Jie,7.71,1019
"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",7.71,1020
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,7.71,1021
Binbougami ga!,7.71,1022
Crayon Shin-chan,7.71,1023
Dragon Ball Kai,7.71,1024
Free! Movie 3: Road to the World - Yume,7.71,1025
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.71,1026
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,7.71,1027
Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!,7.71,1028
Go! Princess Precure,7.71,1029
Hayate no Gotoku!!,7.71,1030
Joshikousei no Mudazukai,7.71,1031
Kill la Kill Specials,7.71,1032
Kuroshitsuji,7.71,1033
Mobile Suit Gundam Wing,7.71,1034
Bishoujo Senshi Sailor Moon R,7.70,1035
Bishoujo Senshi Sailor Moon R: The Movie,7.70,1036
Break Blade 6: Doukoku no Toride,7.70,1037
Change!! Getter Robo: Sekai Saigo no Hi,7.70,1038
Death Note: Rewrite,7.70,1039
Doupo Cangqiong 3rd Season,7.70,1040
Gakkou no Kaidan,7.70,1041
Ichigo Mashimaro Encore,7.70,1042
Ichigo Mashimaro OVA,7.70,1043
JoJo no Kimyou na Bouken: Phantom Blood,7.70,1044
Kami nomi zo Shiru Sekai,7.70,1045
Kami nomi zo Shiru Sekai: Tenri-hen,7.70,1046
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,7.70,1047
Koutetsujou no Kabaneri Movie 3: Unato Kessen,7.70,1048
Macross F: Close Encounter - Deculture Edition,7.70,1049
Manga de Wakaru! Fate/Grand Order,7.70,1050
Master Keaton OVA,7.75,951
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,7.61,1251
Overlord Movie 1: Fushisha no Ou,7.61,1252
Penguin Highway,7.61,1253
Persona 3 the Movie 3: Falling Down,7.61,1254
Rokuhoudou Yotsuiro Biyori,7.61,1255
Senjou no Valkyria,7.61,1256
Shoujo Kakumei Utena: Adolescence Mokushiroku,7.61,1257
Mobile Suit Gundam Wing: Endless Waltz,7.75,952
