title,rating,ranking
Ano Hi no Kanojo-tachi,6.64,5304
Arifureta Shokugyou de Sekai Saikyou Specials,6.64,5305
Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,6.64,5306
"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e",6.64,5307
Cardfight!! Vanguard G: GIRS Crisis-hen,6.64,5308
Choujuu Kishin Dancougar,6.64,5309
Coyote Ragtime Show,6.64,5310
Dirty Pair Flash,6.64,5311
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,6.64,5312
Fumiko no Kokuhaku,6.64,5313
Future Card Buddyfight Hundred,6.64,5314
Gilgamesh,6.64,5315
Girls & Panzer: Shoukai Shimasu!,6.64,5316
Granblue Fantasy The Animation: Kabocha no Lantern,6.64,5317
Green Legend Ran,6.64,5318
Hakugei Densetsu,6.64,5319
Happy☆Lesson (TV),6.64,5320
Hashiri Hajimeta bakari no Kimi ni,6.64,5321
Haunted Junction,6.64,5322
Hitori no Shita: The Outcast Fanwai Pian,6.64,5323
Ikkitousen: Dragon Destiny Specials,6.64,5324
Jigoku Sensei Nube (Movie),6.64,5325
"Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!",6.64,5326
Koukaku Kidoutai: SAC_2045,6.64,5327
Kurogane Communication,6.64,5328
Kyou no Asuka Show,6.64,5329
Maiko-san Chi no Makanai-san,6.64,5330
Majokko Tsukune-chan,6.64,5331
Mamotte! Lollipop,6.64,5332
Manaria Friends,6.64,5333
Manga Sarutobi Sasuke,6.64,5334
Medarot Damashii,6.64,5335
Min Diao Ju Yi Wen Lu,6.64,5336
Mobile Suit Gundam AGE: Memory of Eden,6.64,5337
Monster Extra: Hottan,6.64,5338
Monster Strike The Animation,6.64,5339
Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,6.64,5340
Nautilus,6.64,5341
"Okoshiyasu, Chitose-chan",6.64,5342
Overlord: Ple Ple Pleiades - Clementine Toubou-hen,6.64,5343
Ribbon no Kishi,6.64,5344
Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi,6.64,5345
Saki Biyori Animation,6.64,5346
Sasuke,6.64,5347
Shin Chuuka Ichiban! 2nd Season,6.64,5348
Shirayuki Hime no Densetsu,6.64,5349
Skull Man,6.64,5350
Hi no Tori 2772: Ai no CosmoZone,6.59,5601
Hikari no Densetsu,6.59,5602
Houseki no Kuni,6.59,5603
Ikkitousen: Great Guardians Specials,6.59,5604
Imouto sae Ireba Ii. (ONA) Specials,6.59,5605
Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,6.59,5606
Killing Bites,6.59,5607
Kimagure Orange☆Road: Shounen Jump Special,6.59,5608
Kiss Dum: Engage Planet,6.59,5609
Kyoto Animation: Souzou-hen,6.59,5610
.hack//Tasogare no Udewa Densetsu,6.58,5611
Akai Koudan Zillion,6.58,5612
Andes Shounen Pepero no Bouken,6.58,5613
Anime de Wakaru Shinryounaika,6.58,5614
Anime Sanjuushi: Aramis no Bouken,6.58,5615
Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,6.58,5616
Attacker You!,6.58,5617
Bakusou Kyoudai Let's & Go MAX,6.58,5618
Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,6.58,5619
Bananya: Fushigi na Nakama-tachi,6.58,5620
Busou Shinki Moon Angel,6.58,5621
Di Gi Charat Natsuyasumi Special,6.58,5622
Digimon Universe: Appli Monsters,6.58,5623
Dokidoki! Precure,6.58,5624
Gegege no Kitarou (1985),6.58,5625
Getsuyoubi no Tawawa Specials,6.58,5626
GS Mikami: Gokuraku Daisakusen!!,6.58,5627
Gundam Evolve,6.58,5628
Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,6.58,5629
Harukanaru Toki no Naka de 3: Owarinaki Unmei,6.58,5630
Hyakka Ryouran: Samurai Bride Specials,6.58,5631
Ikkitousen: Extravaganza Epoch,6.58,5632
Joshikousei: Girl's High,6.58,5633
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",6.58,5634
Kizuna Ichigeki,6.58,5635
Kuiba III: Zhanshen Jueqi,6.58,5636
Ling Yu,6.58,5637
Luo Xiao Hei Zhan Ji: Fan Wai,6.58,5638
Magic-kyun! First Live: Hoshinomori Summer Festa 2017 Encore Animation,6.58,5639
Morita-san wa Mukuchi,6.58,5640
Puso Ni Comi: Okawari,6.58,5641
Sengoku Musou SP: Sanada no Shou,6.58,5642
Sengoku Otome: Momoiro Paradox,6.58,5643
Ranma ½: 1994 Music Calendar,6.66,5251
Nowisee,6.60,5551
Shadow Skill (1996),6.58,5644
Shining☆Romance,6.58,5645
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),6.58,5646
Spider Riders: Oracle no Yuusha-tachi,6.58,5647
Sword Art Online II: Debriefing,6.58,5648
Tadashii Itsuwari kara no Kishou,6.58,5649
Tales of Crestoria: Toga Waga wo Shoite Kare wa Tatsu,6.58,5650
Re:Zero kara Hajimeru Break Time,6.66,5252
Renai Boukun,6.66,5253
Sacred Seven: Shirogane no Tsubasa,6.66,5254
Stratos 4,6.66,5255
Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,6.66,5256
Unbelievable Space Love,6.66,5257
Wellber no Monogatari: Sisters of Wellber,6.66,5258
Mokei Senshi Gunpla Builders Beginning G,6.65,5259
Nurse Witch Komugi-chan Magikarte Z,6.65,5260
Peace Maker Kurogane Movie 1: Omou Michi,6.65,5261
Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,6.65,5262
Recorder to Randoseru Mi☆,6.65,5263
Sakigake!! Otokojuku Movie,6.65,5264
Sanrio Danshi,6.65,5265
Seireitsukai no Blade Dance Specials,6.65,5266
Sumikko Gurashi Movie 1: Tobidasu Ehon to Himitsu no Ko,6.65,5267
Super Robot Taisen OG The Animation,6.65,5268
Teekyuu 7,6.65,5269
Toriko: Barbarian Ivy wo Hokaku Seyo!,6.65,5270
True Tears Epilogue,6.65,5271
Wangpai Yushi,6.65,5272
Wild Arms: Twilight Venom,6.65,5273
Wo Shi Jiang Xiaobai 2nd Season,6.65,5274
Ys: Tenkuu no Shinden - Adol Christine no Bouken,6.65,5275
Zinba,6.65,5276
Accel World: Infinite∞Burst,6.65,5277
Bakegyamon,6.65,5278
Cardfight!! Vanguard G: Stride Gate-hen,6.65,5279
Code:Realize - Sousei no Himegimi,6.65,5280
Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,6.65,5281
Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,6.65,5282
Fight Ippatsu! Juuden-chan!!,6.65,5283
Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,6.65,5284
Girls Bravo: Second Season,6.65,5285
Hataage! Kemono Michi,6.65,5286
Hataraku Saibou: Necchuushou - Moshimo Pocari Sweat ga Attara,6.65,5287
Nyanko Days,6.60,5552
Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,6.60,5553
Ranpo Kitan: Game of Laplace,6.60,5554
Ryuugajou Nanana no Maizoukin,6.60,5555
Saezuru Doubutsu wa Yarushikanai!,6.60,5556
Sayonara Zetsubou Sensei Special Omake,6.60,5557
Shi Xiong,6.60,5558
Sinbi Apateu: Ghost Ball Bimil,6.60,5559
Sounan Desu ka?,6.60,5560
Teekyuu 6,6.60,5561
Tenchi Muyou! Ryououki 4th Season,6.60,5562
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,6.60,5563
Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,6.60,5564
Tsukiuta. The Animation 2,6.60,5565
Ueno-san wa Bukiyou,6.60,5566
Wakaokami wa Shougakusei!,6.60,5567
Ninja Slayer From Animation,6.59,5568
Ojisan to Marshmallow,6.59,5569
One Piece: Cry Heart,6.59,5570
Pastel Life,6.59,5571
"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai",6.59,5572
Princess Tutu Recaps,6.59,5573
Pucca (ONA),6.59,5574
Qin Shi Ming Yue: Kong Shan Niao Yu,6.59,5575
Rolling☆Girls,6.59,5576
Saber Marionette R,6.59,5577
Sasami: Mahou Shoujo Club,6.59,5578
Sensei no Ojikan: Doki Doki School Hours OVA,6.59,5579
Star Ocean EX,6.59,5580
Tales of Gekijou,6.59,5581
Teekyuu,6.59,5582
To Heart,6.59,5583
Tsuyokiss,6.59,5584
Yes! BanG_Dream!,6.59,5585
Yoroiden Samurai Troopers Gaiden,6.59,5586
12-sai.: Chicchana Mune no Tokimeki 2nd Season,6.59,5587
Ace wo Nerae!: Final Stage,6.59,5588
Appleseed,6.59,5589
Battle Spirits: Sword Eyes,6.59,5590
Betterman,6.59,5591
Brothers Conflict OVA,6.59,5592
D.C.S.S: Da Capo Second Season Omake,6.59,5593
DearS,6.59,5594
Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,6.59,5595
Doraemon: It's New Year!,6.59,5596
Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,6.59,5597
Freezing Specials,6.59,5598
Golgo 13: Queen Bee,6.59,5599
Haou Taikei Ryuu Knight,6.59,5600
Hikyou Tanken Fam & Ihrlie,6.65,5288
Hitogata,6.65,5289
Honoo no Tenkousei,6.65,5290
Kashimashi: Girl Meets Girl,6.65,5291
Kimagure Orange☆Road: Tanabata Special,6.65,5292
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Jump Festa Special,6.65,5293
Leopard Eyes,6.65,5294
MahoYome,6.65,5295
Majin Bone,6.65,5296
Major 2nd,6.65,5297
Mars Red,6.65,5298
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,6.65,5299
Mobile Suit Gundam ZZ,6.65,5300
Teekyuu 9,6.58,5651
Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,6.58,5652
The King of Fighters: Destiny,6.58,5653
Toji no Miko: Kizamishi Issen no Tomoshibi OVA,6.58,5654
Uchuu Kyoudai: Itten no Hikari,6.58,5655
Winter Garden,6.58,5656
X/1999,6.58,5657
Yakusoku (ONA),6.58,5658
Yao Jing Zhong Zhi Shou Ce,6.58,5659
Youkai Watch: Shadow Side,6.58,5660
Yu☆Gi☆Oh!: Hikari no Pyramid,6.58,5661
Yuu☆Yuu☆Hakusho Picture Drama,6.58,5662
Yuu☆Yuu☆Hakusho: Mu Mu Hakusho - Nightmare Hakusho,6.58,5663
Narue no Sekai,6.57,5664
Never Giving Up!,6.57,5665
Ohayou! Spank,6.57,5666
Ookami to Koushinryou VR 2,6.57,5667
Papuwa,6.57,5668
Patalliro Saiyuuki!,6.57,5669
Peach Boy Riverside,6.57,5670
Pokemon XY&Z: Subete no Nazo wo Tokiakase!,6.57,5671
Qin Shi Ming Yue: Tian Xing Jiu Ge 2nd Season,6.57,5672
RDG: Red Data Girl,6.57,5673
Saijaku Muhai no Bahamut,6.57,5674
Sakura Taisen: Ouka Kenran,6.57,5675
Shadow Skill,6.57,5676
Shin Koihime†Musou: Live Revolution,6.57,5677
Spirit of Wonder: Shounen Kagaku Club,6.57,5678
Strike Witches: 501 Butai Hasshin Shimasu! Movie,6.57,5679
Sword Art Online: Extra Edition,6.57,5680
Sword Art Online: Sword Art Offline - Extra Edition,6.57,5681
Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,6.57,5682
Uma Musume: Pretty Derby,6.57,5683
Umi ga Kikoeru,6.57,5684
Weiß Kreuz Glühen,6.57,5685
Wish,6.57,5686
Wooser no Sono Higurashi: Mugen-hen,6.57,5687
Youjo Senki: Senkyou Houkoku,6.57,5688
Youkai Watch Movie 5: Forever Friends,6.57,5689
A.I.C.O.: Incarnation,6.57,5690
Anime Kapibara-san,6.57,5691
Bokusatsu Tenshi Dokuro-chan,6.57,5692
ChäoS;Child: Silent Sky,6.57,5693
Choujikuu Kidan Southern Cross,6.57,5694
Comic Party,6.57,5695
Da Nao Tiangong,6.57,5696
Detective Conan: The Magician of Starlight,6.57,5697
Di Gi Charat Christmas Special,6.57,5698
Di Gi Charat: Hoshi no Tabi,6.57,5699
Digimon Adventure:,6.57,5700
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,6.57,5701
Fatal Fury: The Motion Picture,6.57,5702
Fate/strange Fake,6.57,5703
Fire Tripper,6.57,5704
Girls & Panzer Heartful Tank Disc Picture Drama,6.57,5705
Glass no Kantai: La Legende du Vent de l'Univers,6.57,5706
Gundam Build Divers: Battlogue,6.57,5707
Hamelin no Violin Hiki,6.57,5708
Imouto sae Ireba Ii. (ONA),6.57,5709
Itsuka Tenma no Kuro Usagi,6.57,5710
Kemeko Deluxe!,6.57,5711
Kenja no Mago,6.57,5712
Kishin Houkou Demonbane (TV),6.57,5713
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,6.57,5714
Kuragehime: Eiyuu Retsuden☆,6.57,5715
Lemon Angel Project,6.57,5716
Magatsu Wahrheit: Zuerst,6.57,5717
Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,6.57,5718
7 Seeds,6.56,5719
Akihabara Dennou-gumi,6.56,5720
Alps no Shoujo Heidi: Heidi to Clara-hen,6.56,5721
Amazing Nuts!,6.56,5722
Android Girl feat. Hatsune Miku,6.56,5723
Ani x Para: Anata no Hero wa Dare desu ka,6.56,5724
Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,6.56,5725
Aru Hi Inu no Kuni kara Tegami ga Kite,6.56,5726
Bear Bear Bear Kuma!,6.56,5727
Busou Shinki: Install x Dream,6.56,5728
Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,6.56,5729
Doraemon: Ganbare! Gian!!,6.56,5730
Ensemble Stars!! 5th Anniversary Animation PV,6.56,5731
Fight Ippatsu! Juuden-chan!! Specials,6.56,5732
FLCL Alternative,6.56,5733
Gin no Guardian II,6.56,5734
Gregory Horror Show,6.56,5735
Gun Frontier,6.56,5736
Gyakuten Saiban 6 Prologue,6.56,5737
Hagure Yuusha no Aesthetica: Hajirai Ippai,6.56,5738
Hatsumei Boy Kanipan,6.56,5739
Hoshizora no Violin,6.56,5740
I★Chu: Halfway Through the Idol,6.56,5741
ID-0,6.56,5742
Ikkitousen: Xtreme Xecutor Specials,6.56,5743
Inu to Hasami wa Tsukaiyou,6.56,5744
Jigoku Shoujo: Yoi no Togi,6.56,5745
Jungle Taitei,6.56,5746
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,6.56,5747
Kanokon: Manatsu no Dai Shanikusai,6.56,5748
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,6.56,5749
Kigyou Senshi Arslan,6.56,5750
AkaKill! Gekijou,6.55,5801
Astarotte no Omocha!,6.55,5802
Black Jack ONA,6.55,5803
Cosmo Warrior Zero,6.55,5804
D.C.III: Da Capo III,6.55,5805
Densetsu no Yuusha no Densetsu: Iris Report,6.55,5806
Dirty Pair Flash 3,6.55,5807
Gisoku no Moses,6.55,5808
Grancrest Senki Tsuisou,6.55,5809
Hai! Akko Desu,6.55,5810
Hua Jianghu Zhi Bei Mo Ting,6.55,5811
Inugami-san to Nekoyama-san,6.55,5812
Jewelpet Sunshine,6.55,5813
Juuni Taisen,6.55,5814
Kaibutsu Oujo Specials,6.55,5815
Kami nomi zo Shiru Sekai: Natsu-iro Surprise,6.55,5816
Ketsuekigata-kun!,6.55,5817
Kore ga Watashi no Goshujinsama,6.55,5818
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,6.55,5819
Kyousou Giga (TV) Recaps,6.55,5820
Lostorage Conflated WIXOSS: Missing Link,6.55,5821
Amagami SS+ Plus Picture Drama,6.54,5822
Baby Baachan,6.54,5823
Blood Lad: Kanketsu Kinen,6.54,5824
Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete,6.54,5825
Bubblegum Crash,6.54,5826
Burn Up Excess,6.54,5827
Buzzer Beater,6.54,5828
Canaan: Minorikawa Report 201X Shanghai,6.54,5829
Candy Candy: Haru no Yobigoe,6.54,5830
Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,6.54,5831
Cutey Honey F,6.54,5832
Dance in the Vampire Bund: Special Edition,6.54,5833
DNA² OVA,6.54,5834
Final Approach,6.54,5835
Fragtime,6.54,5836
Garakuta-doori no Stain,6.54,5837
Ginga Tetsudou 999: Glass no Clair,6.54,5838
Granblue Fantasy The Animation Season 2 Extras,6.54,5839
HenSemi (TV),6.54,5840
Higurashi no Naku Koro ni Kira,6.54,5841
Honoo no Mirage,6.54,5842
Honto ni Atta! Reibai Sensei,6.54,5843
IGPX: Immortal Grand Prix,6.54,5844
Kamen Rider Den-O: Imagin Anime,6.54,5845
Kamen Rider Den-O: Imagin Anime 2,6.54,5846
Koi to Uso,6.54,5847
Kuma Miko Specials,6.54,5848
Love Live! x Watering KissMint Collaboration CM,6.54,5849
Masou Gakuen HxH Specials,6.54,5850
Akuma no Kimuraa-hen,6.53,5901
Araiya-san!: Ore to Aitsu ga Onnayu de!?,6.53,5902
Baki: Most Evil Death Row Convicts Special Anime,6.53,5903
Beyblade Burst Sparking,6.53,5904
Bleach KaraBuri!: Gotei Juusan Yatai Daisakusen!,6.53,5905
Blood-C,6.53,5906
Blue Dragon: Tenkai no Shichi Ryuu,6.53,5907
Break Blade: Virgins War,6.53,5908
Bus Gamer,6.53,5909
Chikyuu Bouei Kazoku,6.53,5910
Cinderella Girls Gekijou,6.53,5911
Doraemon and Itchy the Stray,6.53,5912
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,6.53,5913
Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,6.53,5914
Fudanshi Koukou Seikatsu,6.53,5915
Haha wo Tazunete Sanzenri (Movie),6.53,5916
Haruka,6.53,5917
Hero Mask 2nd Season,6.53,5918
Je T'aime,6.53,5919
Kazoku no Hanashi,6.53,5920
Kidou Keisatsu Patlabor: Reboot,6.53,5921
Koukaku Kidoutai Arise: Another Mission,6.53,5922
Kyoushirou to Towa no Sora Specials,6.53,5923
Loveless Specials,6.53,5924
Mahou no Princess Minky Momo: Yume no Naka no Rondo,6.53,5925
"Maou-sama, Retry!",6.53,5926
Masamune-kun no Revenge OVA,6.53,5927
Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,6.53,5928
Midori no Makibao,6.53,5929
Miru Tights: Cosplay Satsuei Tights,6.53,5930
Mizugumo Monmon,6.53,5931
Aimai Elegy,6.52,5932
Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,6.52,5933
Arc the Lad,6.52,5934
Bakuretsu Hunters OVA,6.52,5935
Brothers Conflict: Setsubou,6.52,5936
Carole & Tuesday: Gus to Roddy no Kaisouroku,6.52,5937
Chance Triangle Session,6.52,5938
Cinderella Girls Gekijou 3rd Season,6.52,5939
Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,6.52,5940
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e Picture Drama,6.52,5941
Danchigai,6.52,5942
Dog Days'': Limone Resort Tenbou Onsen!,6.52,5943
Eiyuu Densetsu: Sora no Kiseki The Animation,6.52,5944
Fake,6.52,5945
Fate/Extra: Last Encore - Illustrias Tendousetsu,6.52,5946
Futon no Naka kara Detakunai,6.52,5947
Fuuka,6.52,5948
Ginga Tetsudou 999: Diamond Ring no Kanata e,6.52,5949
Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,6.52,5950
Meme Iroiro Yume no Tabi,6.54,5851
Miss Monochrome The Animation 3,6.54,5852
Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,6.54,5853
Muumin (1972),6.54,5854
Nagagutsu wo Haita Neko no Bouken,6.54,5855
Naruto: Akaki Yotsuba no Clover wo Sagase,6.54,5856
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,6.54,5857
Osomatsu-san Short Film Series,6.54,5858
Otogi Story Tenshi no Shippo,6.54,5859
Plunderer,6.54,5860
Pokemon: Pikachu Tankentai,6.54,5861
Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,6.54,5862
Seikimatsu Occult Gakuin Specials,6.54,5863
Sekai Meisaku Douwa: Wow! Maerchen Oukoku,6.54,5864
Sengoku Majin Goushougun,6.54,5865
Sengoku Musou,6.54,5866
Shinryaku! Ika Musume: Ika Ice Tabena-ika?,6.54,5867
Shuffle! Memories,6.54,5868
Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,6.54,5869
Souryuuden,6.54,5870
Street Fighter Zero The Animation,6.54,5871
Taiho Shichau zo in America,6.54,5872
Takarajima Memorial: Yuunagi to Yobareta Otoko,6.54,5873
Transformers: Car Robots,6.54,5874
Wo de Tian Jie Nu You,6.54,5875
Wonder Beat Scramble,6.54,5876
Yoroiden Samurai Troopers Kikoutei Densetsu,6.54,5877
Ni Zhuan Ci Yuan: AI Jue Qi,6.53,5878
Ninja Hattori-kun (2012),6.53,5879
Passion,6.53,5880
Persona 4 the Golden Animation: Thank you Mr. Accomplice,6.53,5881
Phantom The Animation,6.53,5882
Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,6.53,5883
Ramen Daisuki Koizumi-san,6.53,5884
Rilu Rilu Fairilu: Mahou no Kagami,6.53,5885
Rizelmine,6.53,5886
Shounen Hollywood: Holly Stage for 50,6.53,5887
Stella Jogakuin Koutou-ka C³-bu,6.53,5888
Strike Witches: 501 Butai Hasshin Shimasu!,6.53,5889
Tenshi no Shippo Chu!,6.53,5890
Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,6.53,5891
Tono to Issho,6.53,5892
Trouble Chocolate,6.53,5893
Uchuu Senkan Tiramisù II,6.53,5894
Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,6.53,5895
Wo Kai Dongwuyuan Naxie Nian,6.53,5896
X-Men Openings,6.53,5897
Yuuki Yuuna wa Yuushabu Shozoku 2,6.53,5898
Aishen Qiaokeli-ing: Wanjie Jinian,6.53,5899
Ryuugajou Nanana no Maizoukin (TV): Nanana Nippon Mukashibanashi,6.62,5451
Sango Shou Densetsu: Aoi Umi no Elfie,6.62,5452
Shugo Chara! Party!,6.62,5453
Spoon Oba-san,6.62,5454
Stella-Rium,6.62,5455
Tokyo Underground,6.62,5456
Akiba's Trip The Animation,6.53,5900
Transformers Galaxy Force,6.62,5457
Umi Monogatari: Anata ga Ite Kureta Koto,6.62,5458
Wagaya no Oinari-sama.: Kuu-chan no Omake Gekijou,6.62,5459
Xiang Ling Ji,6.62,5460
Nihonbashi Koukashita R Keikaku,6.61,5461
Okusama ga Seitokaichou!+!,6.61,5462
Pokemon Movie 14 White: Victini to Kuroki Eiyuu Zekrom,6.61,5463
Pokemon Movie 19: Volcanion to Karakuri no Magearna,6.61,5464
Pucca,6.61,5465
Sacred Seven,6.61,5466
Soratobu Yuureisen,6.61,5467
Spirit of Wonder: China-san Tanpenshuu,6.61,5468
Tetsujin 28-gou (1980),6.61,5469
The Hakkenden,6.61,5470
Tsuki ga Kirei: Michinori,6.61,5471
Utawarerumono: Itsuwari no Kamen Specials,6.61,5472
Vampire Hunter,6.61,5473
Wooser no Sono Higurashi: Kakusei-hen,6.61,5474
Yamato yo Towa ni,6.61,5475
Yu☆Gi☆Oh! VRAINS,6.61,5476
8-gatsu no Symphony: Shibuya 2002-2003,6.61,5477
Amaenaide yo!! Katsu!!: Damasarenaide yo!!,6.61,5478
Arifureta Shokugyou de Sekai Saikyou,6.61,5479
Asobot Senki Gokuu,6.61,5480
B-Project: Kodou*Ambitious,6.61,5481
Chain Chronicle: Haecceitas no Hikari,6.61,5482
Chirorin Mura Monogatari,6.61,5483
Chuuzumou,6.61,5484
Cooking Papa,6.61,5485
Dragon Ball Z: Summer Vacation Special,6.61,5486
eX-Driver the Movie,6.61,5487
Final Fantasy XV: Episode Ardyn - Prologue,6.61,5488
Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,6.61,5489
Hurricane Live! 2033,6.61,5490
Kakutou Bijin Wulong,6.61,5491
Kansaete Kuyashiiwa,6.61,5492
Kita e.: Diamond Dust Drops,6.61,5493
Koharu Biyori,6.61,5494
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO Special,6.61,5495
Koukyoushihen Eureka Seven: New Order,6.61,5496
Koyomi History,6.61,5497
Kurokami: Intermission,6.61,5498
Line Offline: Salaryman,6.61,5499
Maken-Ki! OVA,6.61,5500
Massugu ni Ikou. 2nd Season,6.61,5501
Mobile Suit Gundam NT,6.61,5502
.hack//Liminality,6.60,5503
3 Choume no Tama: Uchi no Tama Shirimasen ka?,6.60,5504
Ai Monogatari: 9 Love Stories,6.60,5505
Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,6.60,5506
Aru Machi Kado no Monogatari,6.60,5507
Bari Bari Densetsu (1987),6.60,5508
Beautiful World,6.60,5509
Berserk 2nd Season,6.60,5510
Cardfight!! Vanguard G: Next,6.60,5511
Cardfight!! Vanguard: Shinemon-hen,6.60,5512
Chiisana Viking Vickie,6.60,5513
Chou Hatsumei Boy Kanipan,6.60,5514
Chousoku Spinner,6.60,5515
City Hunter: Ryou no Propose,6.60,5516
Crusher Joe OVA,6.60,5517
"Dakara Boku wa, H ga Dekinai.",6.60,5518
Dragon Quest: Dai no Daibouken,6.60,5519
Five Star Stories,6.60,5520
Gambo,6.60,5521
Gift: Eternal Rainbow,6.60,5522
Ginga Tetsudou 999: Eternal Fantasy,6.60,5523
Godzilla 2: Kessen Kidou Zoushoku Toshi,6.60,5524
Gokukoku no Brynhildr: Kara Sawagi,6.60,5525
Gregory Horror Show: The Second Guest,6.60,5526
Haikyuu!! Quest Picture Drama,6.60,5527
Hakuouki: Otogisoushi,6.60,5528
Hanaukyou Maid-tai,6.60,5529
Hikari no Megami,6.60,5530
Huan Jie Wang,6.60,5531
Iketeru Futari,6.60,5532
Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,6.60,5533
Kage kara Mamoru!,6.60,5534
Kaiketsu Jouki Tanteidan,6.60,5535
Kemono Friends: Bus-teki,6.60,5536
Kimi wa Kanata,6.60,5537
Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,6.60,5538
Kyouryuu Boukenki Jura Tripper,6.60,5539
Ladies versus Butlers!,6.60,5540
M3: Sono Kuroki Hagane,6.60,5541
Magical★Taruruuto-kun,6.60,5542
Matsugae wo Musubi,6.60,5543
Mazinger Z tai Ankoku Daishougun,6.60,5544
Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,6.60,5545
Mirai Robo Daltanias,6.60,5546
Mu Wang Zhi Wang: Qi Lin Jue,6.60,5547
Nanaka 6/17,6.60,5548
Nanaka 6/17 Special,6.60,5549
Ninpuu Kamui Gaiden,6.60,5550
SKET Dance: SD Character Flash Anime,6.51,6001
Softenni,6.51,6002
Taiyou no Ouji: Horus no Daibouken,6.51,6003
Tanken Driland,6.51,6004
Tantei Opera Milky Holmes: Alternative,6.51,6005
Time Bokan,6.51,6006
Upotte!!: Miatte Waratte,6.51,6007
Yoru no Yatterman,6.51,6008
22/7: 8＋3=?,6.51,6009
Aikatsu on Parade! (ONA),6.51,6010
"Arano no Sakebi Koe: Hoero, Buck",6.51,6011
Bai Niao Gu,6.51,6012
Birthday Wonderland,6.51,6013
Blossom,6.51,6014
Burenai Ai de,6.51,6015
